ensembl_gene_id,gene_biotype,gene
ENSG00000149547,protein_coding,EI24
ENSG00000149548,protein_coding,CCDC15
ENSG00000149554,protein_coding,CHEK1
ENSG00000149557,protein_coding,FEZ1
ENSG00000149571,protein_coding,KIRREL3
ENSG00000149575,protein_coding,SCN2B
ENSG00000149577,protein_coding,SIDT2
ENSG00000149582,protein_coding,TMEM25
ENSG00000149591,protein_coding,TAGLN
ENSG00000149599,protein_coding,DUSP15
ENSG00000149600,protein_coding,COMMD7
ENSG00000149633,protein_coding,KIAA1755
ENSG00000149636,protein_coding,DSN1
ENSG00000149639,protein_coding,SOGA1
ENSG00000149654,protein_coding,CDH22
ENSG00000149657,protein_coding,LSM14B
ENSG00000149658,protein_coding,YTHDF1
ENSG00000149679,protein_coding,CABLES2
ENSG00000149716,protein_coding,LTO1
ENSG00000149742,protein_coding,SLC22A9
ENSG00000149743,protein_coding,TRPT1
ENSG00000149761,protein_coding,NUDT22
ENSG00000149781,protein_coding,FERMT3
ENSG00000149782,protein_coding,PLCB3
ENSG00000149792,protein_coding,MRPL49
ENSG00000149798,protein_coding,CDC42EP2
ENSG00000149806,protein_coding,FAU
ENSG00000149809,protein_coding,TM7SF2
ENSG00000149823,protein_coding,VPS51
ENSG00000149922,protein_coding,TBX6
ENSG00000149923,protein_coding,PPP4C
ENSG00000149925,protein_coding,ALDOA
ENSG00000149926,protein_coding,TLCD3B
ENSG00000149927,protein_coding,DOC2A
ENSG00000149929,protein_coding,HIRIP3
ENSG00000149930,protein_coding,TAOK2
ENSG00000149932,protein_coding,TMEM219
ENSG00000149948,protein_coding,HMGA2
ENSG00000149970,protein_coding,CNKSR2
ENSG00000149972,protein_coding,CNTN5
ENSG00000150051,protein_coding,MKX
ENSG00000150054,protein_coding,MPP7
ENSG00000150093,protein_coding,ITGB1
ENSG00000150275,protein_coding,PCDH15
ENSG00000150281,protein_coding,CTF1
ENSG00000150316,protein_coding,CWC15
ENSG00000150337,protein_coding,FCGR1A
ENSG00000150347,protein_coding,ARID5B
ENSG00000150361,protein_coding,KLHL1
ENSG00000150394,protein_coding,CDH8
ENSG00000150401,protein_coding,DCUN1D2
ENSG00000150403,protein_coding,TMCO3
ENSG00000150433,protein_coding,TMEM218
ENSG00000150455,protein_coding,TIRAP
ENSG00000150456,protein_coding,EEF1AKMT1
ENSG00000150457,protein_coding,LATS2
ENSG00000150459,protein_coding,SAP18
ENSG00000150471,protein_coding,ADGRL3
ENSG00000150477,protein_coding,KIAA1328
ENSG00000150510,protein_coding,FAM124A
ENSG00000150527,protein_coding,MIA2
ENSG00000150540,protein_coding,HNMT
ENSG00000150551,protein_coding,LYPD1
ENSG00000150556,protein_coding,LYPD6B
ENSG00000150593,protein_coding,PDCD4
ENSG00000150594,protein_coding,ADRA2A
ENSG00000150625,protein_coding,GPM6A
ENSG00000150627,protein_coding,WDR17
ENSG00000150628,protein_coding,SPATA4
ENSG00000150630,protein_coding,VEGFC
ENSG00000150636,protein_coding,CCDC102B
ENSG00000150637,protein_coding,CD226
ENSG00000150656,protein_coding,CNDP1
ENSG00000150667,protein_coding,FSIP1
ENSG00000150672,protein_coding,DLG2
ENSG00000150687,protein_coding,PRSS23
ENSG00000150712,protein_coding,MTMR12
ENSG00000150722,protein_coding,PPP1R1C
ENSG00000150753,protein_coding,CCT5
ENSG00000150756,protein_coding,ATPSCKMT
ENSG00000150760,protein_coding,DOCK1
ENSG00000150764,protein_coding,DIXDC1
ENSG00000150768,protein_coding,DLAT
ENSG00000150776,protein_coding,NKAPD1
ENSG00000150779,protein_coding,TIMM8B
ENSG00000150782,protein_coding,IL18
ENSG00000150787,protein_coding,PTS
ENSG00000150867,protein_coding,PIP4K2A
ENSG00000150873,protein_coding,C2orf50
ENSG00000150893,protein_coding,FREM2
ENSG00000150907,protein_coding,FOXO1
ENSG00000150938,protein_coding,CRIM1
ENSG00000150961,protein_coding,SEC24D
ENSG00000150967,protein_coding,ABCB9
ENSG00000150977,protein_coding,RILPL2
ENSG00000150990,protein_coding,DHX37
ENSG00000150991,protein_coding,UBC
ENSG00000150995,protein_coding,ITPR1
ENSG00000151012,protein_coding,SLC7A11
ENSG00000151014,protein_coding,NOCT
ENSG00000151023,protein_coding,ENKUR
ENSG00000151025,protein_coding,GPR158
ENSG00000151065,protein_coding,DCP1B
ENSG00000151067,protein_coding,CACNA1C
ENSG00000151090,protein_coding,THRB
ENSG00000151092,protein_coding,NGLY1
ENSG00000151093,protein_coding,OXSM
ENSG00000151116,protein_coding,UEVLD
ENSG00000151131,protein_coding,C12orf45
ENSG00000151135,protein_coding,TMEM263
ENSG00000151136,protein_coding,BTBD11
ENSG00000151148,protein_coding,UBE3B
ENSG00000151150,protein_coding,ANK3
ENSG00000151151,protein_coding,IPMK
ENSG00000151164,protein_coding,RAD9B
ENSG00000151176,protein_coding,PLBD2
ENSG00000151208,protein_coding,DLG5
ENSG00000151229,protein_coding,SLC2A13
ENSG00000151233,protein_coding,GXYLT1
ENSG00000151239,protein_coding,TWF1
ENSG00000151240,protein_coding,DIP2C
ENSG00000151247,protein_coding,EIF4E
ENSG00000151276,protein_coding,MAGI1
ENSG00000151287,protein_coding,TEX30
ENSG00000151292,protein_coding,CSNK1G3
ENSG00000151304,protein_coding,SRFBP1
ENSG00000151320,protein_coding,AKAP6
ENSG00000151322,protein_coding,NPAS3
ENSG00000151327,protein_coding,FAM177A1
ENSG00000151332,protein_coding,MBIP
ENSG00000151338,protein_coding,MIPOL1
ENSG00000151348,protein_coding,EXT2
ENSG00000151353,protein_coding,TMEM18
ENSG00000151360,protein_coding,ALLC
ENSG00000151376,protein_coding,ME3
ENSG00000151388,protein_coding,ADAMTS12
ENSG00000151413,protein_coding,NUBPL
ENSG00000151414,protein_coding,NEK7
ENSG00000151422,protein_coding,FER
ENSG00000151445,protein_coding,VIPAS39
ENSG00000151458,protein_coding,ANKRD50
ENSG00000151461,protein_coding,UPF2
ENSG00000151465,protein_coding,CDC123
ENSG00000151466,protein_coding,SCLT1
ENSG00000151468,protein_coding,CCDC3
ENSG00000151470,protein_coding,C4orf33
ENSG00000151474,protein_coding,FRMD4A
ENSG00000151475,protein_coding,SLC25A31
ENSG00000151490,protein_coding,PTPRO
ENSG00000151491,protein_coding,EPS8
ENSG00000151498,protein_coding,ACAD8
ENSG00000151500,protein_coding,THYN1
ENSG00000151502,protein_coding,VPS26B
ENSG00000151503,protein_coding,NCAPD3
ENSG00000151532,protein_coding,VTI1A
ENSG00000151552,protein_coding,QDPR
ENSG00000151553,protein_coding,FAM160B1
ENSG00000151572,protein_coding,ANO4
ENSG00000151575,protein_coding,TEX9
ENSG00000151576,protein_coding,QTRT2
ENSG00000151577,protein_coding,DRD3
ENSG00000151611,protein_coding,MMAA
ENSG00000151612,protein_coding,ZNF827
ENSG00000151617,protein_coding,EDNRA
ENSG00000151623,protein_coding,NR3C2
ENSG00000151632,protein_coding,AKR1C2
ENSG00000151640,protein_coding,DPYSL4
ENSG00000151651,protein_coding,ADAM8
ENSG00000151655,protein_coding,ITIH2
ENSG00000151657,protein_coding,KIN
ENSG00000151665,protein_coding,PIGF
ENSG00000151687,protein_coding,ANKAR
ENSG00000151689,protein_coding,INPP1
ENSG00000151690,protein_coding,MFSD6
ENSG00000151692,protein_coding,RNF144A
ENSG00000151693,protein_coding,ASAP2
ENSG00000151694,protein_coding,ADAM17
ENSG00000151702,protein_coding,FLI1
ENSG00000151704,protein_coding,KCNJ1
ENSG00000151715,protein_coding,TMEM45B
ENSG00000151718,protein_coding,WWC2
ENSG00000151726,protein_coding,ACSL1
ENSG00000151729,protein_coding,SLC25A4
ENSG00000151743,protein_coding,AMN1
ENSG00000151746,protein_coding,BICD1
ENSG00000151748,protein_coding,SAV1
ENSG00000151773,protein_coding,CCDC122
ENSG00000151778,protein_coding,SERP2
ENSG00000151779,protein_coding,NBAS
ENSG00000151789,protein_coding,ZNF385D
ENSG00000151790,protein_coding,TDO2
ENSG00000151806,protein_coding,GUF1
ENSG00000151812,protein_coding,SLC35F4
ENSG00000151834,protein_coding,GABRA2
ENSG00000151835,protein_coding,SACS
ENSG00000151838,protein_coding,CCDC175
ENSG00000151846,protein_coding,PABPC3
ENSG00000151849,protein_coding,CENPJ
ENSG00000151876,protein_coding,FBXO4
ENSG00000151881,protein_coding,TMEM267
ENSG00000151882,protein_coding,CCL28
ENSG00000151883,protein_coding,PARP8
ENSG00000151892,protein_coding,GFRA1
ENSG00000151893,protein_coding,CACUL1
ENSG00000151914,protein_coding,DST
ENSG00000151917,protein_coding,BEND6
ENSG00000151923,protein_coding,TIAL1
ENSG00000151929,protein_coding,BAG3
ENSG00000151948,protein_coding,GLT1D1
ENSG00000151952,protein_coding,TMEM132D
ENSG00000152034,protein_coding,MCHR2
ENSG00000152049,protein_coding,KCNE4
ENSG00000152056,protein_coding,AP1S3
ENSG00000152061,protein_coding,RABGAP1L
ENSG00000152076,protein_coding,CCDC74B
ENSG00000152082,protein_coding,MZT2B
ENSG00000152092,protein_coding,ASTN1
ENSG00000152102,protein_coding,FAM168B
ENSG00000152104,protein_coding,PTPN14
ENSG00000152127,protein_coding,MGAT5
ENSG00000152128,protein_coding,TMEM163
ENSG00000152133,protein_coding,GPATCH11
ENSG00000152137,protein_coding,HSPB8
ENSG00000152147,protein_coding,GEMIN6
ENSG00000152154,protein_coding,TMEM178A
ENSG00000152193,protein_coding,OBI1
ENSG00000152208,protein_coding,GRID2
ENSG00000152214,protein_coding,RIT2
ENSG00000152217,protein_coding,SETBP1
ENSG00000152219,protein_coding,ARL14EP
ENSG00000152223,protein_coding,EPG5
ENSG00000152229,protein_coding,PSTPIP2
ENSG00000152234,protein_coding,ATP5F1A
ENSG00000152240,protein_coding,HAUS1
ENSG00000152242,protein_coding,C18orf25
ENSG00000152253,protein_coding,SPC25
ENSG00000152256,protein_coding,PDK1
ENSG00000152270,protein_coding,PDE3B
ENSG00000152284,protein_coding,TCF7L1
ENSG00000152291,protein_coding,TGOLN2
ENSG00000152292,protein_coding,SH2D6
ENSG00000152315,protein_coding,KCNK13
ENSG00000152332,protein_coding,UHMK1
ENSG00000152348,protein_coding,ATG10
ENSG00000152359,protein_coding,POC5
ENSG00000152377,protein_coding,SPOCK1
ENSG00000152380,protein_coding,FAM151B
ENSG00000152382,protein_coding,TADA1
ENSG00000152402,protein_coding,GUCY1A2
ENSG00000152404,protein_coding,CWF19L2
ENSG00000152409,protein_coding,JMY
ENSG00000152413,protein_coding,HOMER1
ENSG00000152422,protein_coding,XRCC4
ENSG00000152439,protein_coding,ZNF773
ENSG00000152443,protein_coding,ZNF776
ENSG00000152454,protein_coding,ZNF256
ENSG00000152455,protein_coding,SUV39H2
ENSG00000152457,protein_coding,DCLRE1C
ENSG00000152464,protein_coding,RPP38
ENSG00000152465,protein_coding,NMT2
ENSG00000152467,protein_coding,ZSCAN1
ENSG00000152484,protein_coding,USP12
ENSG00000152492,protein_coding,CCDC50
ENSG00000152495,protein_coding,CAMK4
ENSG00000152503,protein_coding,TRIM36
ENSG00000152520,protein_coding,PAN3
ENSG00000152527,protein_coding,PLEKHH2
ENSG00000152556,protein_coding,PFKM
ENSG00000152558,protein_coding,TMEM123
ENSG00000152578,protein_coding,GRIA4
ENSG00000152580,protein_coding,IGSF10
ENSG00000152582,protein_coding,SPEF2
ENSG00000152583,protein_coding,SPARCL1
ENSG00000152595,protein_coding,MEPE
ENSG00000152601,protein_coding,MBNL1
ENSG00000152620,protein_coding,NADK2
ENSG00000152642,protein_coding,GPD1L
ENSG00000152661,protein_coding,GJA1
ENSG00000152669,protein_coding,CCNO
ENSG00000152670,protein_coding,DDX4
ENSG00000152683,protein_coding,SLC30A6
ENSG00000152689,protein_coding,RASGRP3
ENSG00000152700,protein_coding,SAR1B
ENSG00000152749,protein_coding,GPR180
ENSG00000152760,protein_coding,TCTEX1D1
ENSG00000152763,protein_coding,WDR78
ENSG00000152767,protein_coding,FARP1
ENSG00000152778,protein_coding,IFIT5
ENSG00000152779,protein_coding,SLC16A12
ENSG00000152782,protein_coding,PANK1
ENSG00000152784,protein_coding,PRDM8
ENSG00000152785,protein_coding,BMP3
ENSG00000152795,protein_coding,HNRNPDL
ENSG00000152818,protein_coding,UTRN
ENSG00000152822,protein_coding,GRM1
ENSG00000152894,protein_coding,PTPRK
ENSG00000152904,protein_coding,GGPS1
ENSG00000152910,protein_coding,CNTNAP4
ENSG00000152926,protein_coding,ZNF117
ENSG00000152931,lncRNA,PART1
ENSG00000152932,protein_coding,RAB3C
ENSG00000152936,protein_coding,LMNTD1
ENSG00000152939,protein_coding,MARVELD2
ENSG00000152942,protein_coding,RAD17
ENSG00000152944,protein_coding,MED21
ENSG00000152952,protein_coding,PLOD2
ENSG00000152953,protein_coding,STK32B
ENSG00000152954,protein_coding,NRSN1
ENSG00000152969,protein_coding,JAKMIP1
ENSG00000152977,protein_coding,ZIC1
ENSG00000152990,protein_coding,ADGRA3
ENSG00000153002,protein_coding,CPB1
ENSG00000153006,protein_coding,SREK1IP1
ENSG00000153012,protein_coding,LGI2
ENSG00000153015,protein_coding,CWC27
ENSG00000153029,protein_coding,MR1
ENSG00000153044,protein_coding,CENPH
ENSG00000153046,protein_coding,CDYL
ENSG00000153048,protein_coding,CARHSP1
ENSG00000153060,protein_coding,TEKT5
ENSG00000153064,protein_coding,BANK1
ENSG00000153066,protein_coding,TXNDC11
ENSG00000153086,protein_coding,ACMSD
ENSG00000153093,protein_coding,ACOXL
ENSG00000153094,protein_coding,BCL2L11
ENSG00000153107,protein_coding,ANAPC1
ENSG00000153113,protein_coding,CAST
ENSG00000153130,protein_coding,SCOC
ENSG00000153132,protein_coding,CLGN
ENSG00000153140,protein_coding,CETN3
ENSG00000153147,protein_coding,SMARCA5
ENSG00000153157,protein_coding,SYCP2L
ENSG00000153162,protein_coding,BMP6
ENSG00000153179,protein_coding,RASSF3
ENSG00000153187,protein_coding,HNRNPU
ENSG00000153201,protein_coding,RANBP2
ENSG00000153207,protein_coding,AHCTF1
ENSG00000153208,protein_coding,MERTK
ENSG00000153214,protein_coding,TMEM87B
ENSG00000153233,protein_coding,PTPRR
ENSG00000153234,protein_coding,NR4A2
ENSG00000153237,protein_coding,CCDC148
ENSG00000153246,protein_coding,PLA2R1
ENSG00000153250,protein_coding,RBMS1
ENSG00000153253,protein_coding,SCN3A
ENSG00000153266,protein_coding,FEZF2
ENSG00000153283,protein_coding,CD96
ENSG00000153291,protein_coding,SLC25A27
ENSG00000153310,protein_coding,FAM49B
ENSG00000153317,protein_coding,ASAP1
ENSG00000153339,protein_coding,TRAPPC8
ENSG00000153395,protein_coding,LPCAT1
ENSG00000153406,protein_coding,NMRAL1
ENSG00000153443,protein_coding,UBALD1
ENSG00000153446,protein_coding,C16orf89
ENSG00000153487,protein_coding,ING1
ENSG00000153495,protein_coding,TEX29
ENSG00000153531,protein_coding,ADPRHL1
ENSG00000153551,protein_coding,CMTM7
ENSG00000153558,protein_coding,FBXL2
ENSG00000153560,protein_coding,UBP1
ENSG00000153561,protein_coding,RMND5A
ENSG00000153563,protein_coding,CD8A
ENSG00000153574,protein_coding,RPIA
ENSG00000153707,protein_coding,PTPRD
ENSG00000153714,protein_coding,LURAP1L
ENSG00000153721,protein_coding,CNKSR3
ENSG00000153767,protein_coding,GTF2E1
ENSG00000153774,protein_coding,CFDP1
ENSG00000153786,protein_coding,ZDHHC7
ENSG00000153790,protein_coding,C7orf31
ENSG00000153814,protein_coding,JAZF1
ENSG00000153815,protein_coding,CMIP
ENSG00000153820,protein_coding,SPHKAP
ENSG00000153822,protein_coding,KCNJ16
ENSG00000153823,protein_coding,PID1
ENSG00000153827,protein_coding,TRIP12
ENSG00000153832,protein_coding,FBXO36
ENSG00000153879,protein_coding,CEBPG
ENSG00000153885,protein_coding,KCTD15
ENSG00000153898,protein_coding,MCOLN2
ENSG00000153902,protein_coding,LGI4
ENSG00000153904,protein_coding,DDAH1
ENSG00000153914,protein_coding,SREK1
ENSG00000153922,protein_coding,CHD1
ENSG00000153930,protein_coding,ANKFN1
ENSG00000153933,protein_coding,DGKE
ENSG00000153936,protein_coding,HS2ST1
ENSG00000153944,protein_coding,MSI2
ENSG00000153956,protein_coding,CACNA2D1
ENSG00000153975,protein_coding,ZUP1
ENSG00000153976,protein_coding,HS3ST3A1
ENSG00000153982,protein_coding,GDPD1
ENSG00000153989,protein_coding,NUS1
ENSG00000153993,protein_coding,SEMA3D
ENSG00000154001,protein_coding,PPP2R5E
ENSG00000154007,protein_coding,ASB17
ENSG00000154027,protein_coding,AK5
ENSG00000154040,protein_coding,CABYR
ENSG00000154059,protein_coding,IMPACT
ENSG00000154065,protein_coding,ANKRD29
ENSG00000154079,protein_coding,SDHAF4
ENSG00000154080,protein_coding,CHST9
ENSG00000154096,protein_coding,THY1
ENSG00000154099,protein_coding,DNAAF1
ENSG00000154102,protein_coding,C16orf74
ENSG00000154114,protein_coding,TBCEL
ENSG00000154118,protein_coding,JPH3
ENSG00000154122,protein_coding,ANKH
ENSG00000154124,protein_coding,OTULIN
ENSG00000154127,protein_coding,UBASH3B
ENSG00000154134,protein_coding,ROBO3
ENSG00000154144,protein_coding,TBRG1
ENSG00000154146,protein_coding,NRGN
ENSG00000154153,protein_coding,RETREG1
ENSG00000154162,protein_coding,CDH12
ENSG00000154174,protein_coding,TOMM70
ENSG00000154175,protein_coding,ABI3BP
ENSG00000154188,protein_coding,ANGPT1
ENSG00000154217,protein_coding,PITPNC1
ENSG00000154222,protein_coding,CC2D1B
ENSG00000154227,protein_coding,CERS3
ENSG00000154229,protein_coding,PRKCA
ENSG00000154237,protein_coding,LRRK1
ENSG00000154240,protein_coding,CEP112
ENSG00000154258,protein_coding,ABCA9
ENSG00000154262,protein_coding,ABCA6
ENSG00000154263,protein_coding,ABCA10
ENSG00000154265,protein_coding,ABCA5
ENSG00000154269,protein_coding,ENPP3
ENSG00000154274,protein_coding,C4orf19
ENSG00000154277,protein_coding,UCHL1
ENSG00000154305,protein_coding,MIA3
ENSG00000154309,protein_coding,DISP1
ENSG00000154310,protein_coding,TNIK
ENSG00000154319,protein_coding,FAM167A
ENSG00000154328,protein_coding,NEIL2
ENSG00000154330,protein_coding,PGM5
ENSG00000154358,protein_coding,OBSCN
ENSG00000154359,protein_coding,LONRF1
ENSG00000154370,protein_coding,TRIM11
ENSG00000154380,protein_coding,ENAH
ENSG00000154429,protein_coding,CCSAP
ENSG00000154438,protein_coding,ASZ1
ENSG00000154447,protein_coding,SH3RF1
ENSG00000154473,protein_coding,BUB3
ENSG00000154478,protein_coding,GPR26
ENSG00000154479,protein_coding,CCDC173
ENSG00000154493,protein_coding,C10orf90
ENSG00000154511,protein_coding,DIPK1A
ENSG00000154518,protein_coding,ATP5MC3
ENSG00000154529,protein_coding,CNTNAP3B
ENSG00000154548,protein_coding,SRSF12
ENSG00000154553,protein_coding,PDLIM3
ENSG00000154556,protein_coding,SORBS2
ENSG00000154582,protein_coding,ELOC
ENSG00000154589,protein_coding,LY96
ENSG00000154620,protein_coding,TMSB4Y
ENSG00000154639,protein_coding,CXADR
ENSG00000154640,protein_coding,BTG3
ENSG00000154642,protein_coding,C21orf91
ENSG00000154645,protein_coding,CHODL
ENSG00000154646,protein_coding,TMPRSS15
ENSG00000154654,protein_coding,NCAM2
ENSG00000154655,protein_coding,L3MBTL4
ENSG00000154678,protein_coding,PDE1C
ENSG00000154719,protein_coding,MRPL39
ENSG00000154721,protein_coding,JAM2
ENSG00000154723,protein_coding,ATP5PF
ENSG00000154727,protein_coding,GABPA
ENSG00000154734,protein_coding,ADAMTS1
ENSG00000154736,protein_coding,ADAMTS5
ENSG00000154743,protein_coding,TSEN2
ENSG00000154764,protein_coding,WNT7A
ENSG00000154767,protein_coding,XPC
ENSG00000154781,protein_coding,CCDC174
ENSG00000154783,protein_coding,FGD5
ENSG00000154813,protein_coding,DPH3
ENSG00000154814,protein_coding,OXNAD1
ENSG00000154822,protein_coding,PLCL2
ENSG00000154832,protein_coding,CXXC1
ENSG00000154845,protein_coding,PPP4R1
ENSG00000154856,protein_coding,APCDD1
ENSG00000154864,protein_coding,PIEZO2
ENSG00000154889,protein_coding,MPPE1
ENSG00000154914,protein_coding,USP43
ENSG00000154917,protein_coding,RAB6B
ENSG00000154928,protein_coding,EPHB1
ENSG00000154930,protein_coding,ACSS1
ENSG00000154945,protein_coding,ANKRD40
ENSG00000154957,protein_coding,ZNF18
ENSG00000154975,protein_coding,CA10
ENSG00000154978,protein_coding,VOPP1
ENSG00000154997,protein_coding,SEPTIN14
ENSG00000155008,protein_coding,APOOL
ENSG00000155011,protein_coding,DKK2
ENSG00000155016,protein_coding,CYP2U1
ENSG00000155026,protein_coding,RSPH10B
ENSG00000155034,protein_coding,FBXL18
ENSG00000155052,protein_coding,CNTNAP5
ENSG00000155085,protein_coding,AK9
ENSG00000155090,protein_coding,KLF10
ENSG00000155093,protein_coding,PTPRN2
ENSG00000155096,protein_coding,AZIN1
ENSG00000155097,protein_coding,ATP6V1C1
